chromosome coordinate	FPKM
8:62915269-62915581	1.57747
10:142038890-142039283	0.172214
8:84958621-84960030	0.146794
8:84961530-84965218	14.0522
8:84983125-84983413	0.734836
10:74926912-74928203	0.050997
7:76570564-76571020	2.01905
10:103068282-103073020	0.783912
7:138897206-138898177	0.347172
8:145687321-145693572	0.0153911
7:153831981-153832311	5.00058
3:219191470-219198288	1.03524
4:48463879-48465797	0.138473
1:165812006-165812252	2.39356
1:165814483-165965196	0.783428
8:149425928-149442843	0.248437
8:149469266-149469755	0.138427
6:90942431-90942854	0.343761
7:8842067-8843523	17.2283
3:58903686-58904871	72.018
3:58872335-58884156	0.991641
1:78405996-78407587	1.11465
1:78363800-78365445	0.406553
2:195135436-195136227	0.598628
10:93224471-93226100	0.0973401
10:93222604-93224374	3.26082
7:2554870-2557423	1.07878
8:154705494-154707076	0.395141
10:34497195-34506565	1.68845
10:34497195-34506565	0.256039
8:156812350-156813458	0.065792
2:26390067-26391751	5.13747
8:134116721-134117057	0.935727
4:170806530-170807283	1.84146
2:194391630-194395595	24.7875
2:194358300-194361515	15.4518
2:194355265-194356913	2.1032
8:141879095-141879617	0
8:100763500-100763770	1.4566
10:120292944-120293346	0.140258
2:209930104-209930776	8.21737
1:215528326-215531104	0.23543
7:163111473-163113041	0.284342
8:13981103-14003116	0.268187
8:13981103-14003116	0
8:13903875-13904109	5.16516
1:150603555-150604395	0.0985431
10:54439901-54440399	0.160444
7:150785565-150785812	16.2958
3:75495593-75503302	1.90953
1:117868961-117870310	0.705683
10:146749162-146803543	0.0711946
10:146749162-146803543	0.913536
10:146741182-146747035	0.0177639
10:106101673-106104157	0.131824
10:106230163-106232764	0.163678
7:140686654-140691401	6.50543
10:115937511-115938106	0
9:13163474-13174673	0.407124
5:109886809-109887220	0.200651
5:109874816-109883152	0.0420264
8:24529726-24530886	0.671418
2:167327280-167333682	4.57775
2:93935854-93936951	0.143084
9:29138309-29138684	0.394049
7:63059443-63060483	0.190544
1:233656656-233657195	2.2945
7:67210822-67211356	0.11907
1:131602062-131602836	0.148962
UNKNOWN:5432764-5435940	0.328421
3:225926104-225927801	11.2431
8:140173953-140175109	0.122218
7:145299424-145302504	12.0527
6:119696578-119696788	1.58317
1:234939754-234940706	0.0873321
6:86042426-86051058	0.0815168
3:55444647-55445684	0.0981986
3:35929869-35933301	6.35156
1:277929802-277936049	0.162782
10:147902438-147907475	0.721769
10:119060271-119060523	1.41549
3:32111947-32112875	0.210345
7:167949626-167950391	0
7:167969629-167970409	0.101913
7:167967492-167969199	0.0240858
2:31842620-31842803	2.9054
2:107533277-107533895	2.19447
5:26660014-26688602	0.638199
5:26660014-26688602	1.21257
10:67233722-67235270	0.846838
3:206518862-206530467	0.339776
5:143791106-143795311	0.129307
5:13722593-13724402	5.1477
2:192407059-192407545	1.68093
2:192408198-192410443	0.966806
3:19697391-19697745	0.640542
3:216484814-216488825	10.5377
7:7459475-7463051	2.7536
1:220307457-220339987	0.0873365
8:114400570-114417378	0.572428
6:130247487-130248375	0.340018
6:130253835-130254309	0.253892
9:117696503-117698286	27.0238
7:136570995-136574421	1.4343
3:57205120-57205905	0.219452
1:75142182-75146044	0.814002
5:21420690-21424886	0.279178
1:285066445-285067168	0
1:285074424-285077537	1.67761
1:125804097-125812407	0.220698
8:139108167-139108437	0.62097
3:144615128-144616599	0.343889
3:144606078-144607216	0.818533
5:47675015-47676944	0.447303
4:193505171-193524523	0.393283
2:220002481-220006842	0.155548
3:160932964-160936231	2.85145
1:290139769-290161386	44.3789
10:15204961-15242312	0.224258
10:15204961-15242312	0.670431
2:18457731-18457971	1.69899
6:126651392-126651997	0.103577
3:72898619-72928052	0.469419
1:206331782-206342763	0.345391
4:214293755-214294260	0.3197
6:34537932-34538379	0.459455
6:64093417-64093786	0.197332
5:33929743-33931243	0.0309878
1:43547141-43555047	1.34974
7:28287018-28288240	0
3:193617252-193618648	0.117445
5:181936106-181938581	0
2:46534344-46537526	1.09174
9:30078131-30078479	0.577258
9:30050059-30075222	1.9314
6:93840729-93842955	0.406906
10:25777513-25780758	0.184623
10:6529796-6530246	0.750579
6:130820633-130821936	0.0450215
2:15685563-15686511	201.346
3:41366276-41371228	0.413664
3:41366276-41371228	1.8063
9:139942774-139945257	0.410944
1:152162363-152162816	0.16853
2:108630217-108681539	3.47419
3:133487480-133497532	0.760067
8:129500965-129506693	0.210083
10:68004213-68004971	0
6:83637699-83639754	0.0671318
6:83633584-83635913	0.0219326
8:150964409-150965270	2.71925
1:122162498-122163689	0.658273
2:124057199-124083556	0.698885
7:15458375-15460243	2.42304
9:25495481-25495829	0.236896
1:76625483-76626287	0.0732517
2:72206050-72207447	1.61006
2:72129713-72134474	0.336595
6:113720107-113720674	0.290822
6:113667683-113673250	0.148469
2:228346760-228348568	0.104888
3:33438923-33450682	0.0453989
3:33565291-33570884	0
10:23245982-23251624	11.7494
1:43372631-43374346	0.187207
5:18673392-18673635	0.802851
3:187451094-187471591	0.0237217
2:6715492-6716368	0.241051
2:6820715-6853179	0
4:49937682-49941580	5.81926
4:49970396-49974023	0.200086
10:35162475-35167428	1.30117
4:195622403-195628001	0.302718
1:192145596-192147266	0.0364459
6:160545825-160547319	1.59248
8:57909850-57911305	0.397134
7:127731427-127732108	0.99276
8:128751311-128752473	5.29264
3:42255050-42259570	2.49392
3:178271083-178273037	1.86572
5:89852100-89864514	1.58187
10:21013651-21021042	0.350492
8:112392565-112394484	0.0281286
2:199455005-199455480	0.1729
5:1569534-1577244	0.163853
3:16305229-16305631	1.82144
4:204043590-204043812	1.12308
8:115339114-115340870	0.0940477
8:102800951-102801745	0.193219
5:204055705-204056587	0.109692
10:17506750-17507263	0.453346
1:262565831-262566592	0.729985
7:122346281-122346821	7.71301
2:135720171-135720546	0.239483
5:21215597-21216796	17.1128
7:17771379-17773131	1.8217
6:5793712-5849513	0.0682781
1:214923126-214929521	0.453416
6:26715374-26717432	0.404437
6:122113692-122114729	0
9:114742143-114744563	0.0298559
8:175150777-175151936	0.8423
8:175185351-175188965	0.0261102
8:175215852-175219214	444.026
5:189704285-189705825	0.0605886
7:82326930-82327341	0.39953
6:34442194-34456096	0.747796
7:98594326-98594779	0.214693
6:125379150-125379570	0.384282
5:70032309-70032537	0.857524
5:69971181-69972036	0.139986
8:171164327-171166272	0.072426
8:171169593-171170426	0.842721
8:171193954-171194488	1.54607
9:136904752-136912838	6.52856
6:157019167-157019491	0.405671
10:92780254-92795025	0.207995
5:199126527-199135490	0.0870767
5:199142127-199143749	0.357621
5:199153497-199154226	0.366806
2:11513216-11513435	4.69281
3:77007891-77037943	0.739639
10:134258161-134260427	0.0468362
8:70944998-70971683	1.06872
3:207400389-207410109	0.435992
5:204934785-204935364	0.28462
3:222406796-222410925	12.9403
6:24316768-24318275	0.403128
9:47636451-47639265	0
8:110987837-110990420	41.7221
7:20092648-20092888	1.1609
10:114948104-114948845	0
7:46203011-46205605	0.0256704
3:157508957-157517825	22.3366
3:157575852-157577265	63.7213
3:157585736-157588160	0.0465159
3:157416436-157417264	0.303956
10:90219868-90222552	15.222
9:113603799-113604702	1.16794
5:211808647-211818529	0.43616
9:136794947-136796412	0.359904
9:99087086-99088637	0.168918
6:96687741-96690699	36.0327
7:36523593-36532994	0.173539
6:151130638-151134853	5.81037
9:35402849-35412485	1.92523
6:118861688-118869405	0.323847
8:6259321-6260413	0.14665
1:128498190-128498502	0.672149
5:36681060-36681405	0
9:33591260-33591590	0.285016
2:169633045-169633585	0.642757
3:5328986-5333008	0.0791122
3:123550490-123555223	0.0651751
4:230477067-230478174	0.247919
10:124183225-124186051	2.08049
10:124230995-124237641	19.2361
3:77007891-77037943	0.0880368
8:133082303-133082693	0.238496
8:133025405-133027927	8.50155
10:115372309-115373070	0.0616493
8:78638028-78639525	0.553139
8:78640406-78643457	11.1796
8:3666740-3667088	0.258827
7:163983629-163984049	0.200102
3:119976457-119979731	4.7415
2:80272478-80272706	0.954997
10:132534204-132541075	0.487243
4:32229859-32231506	0.725256
4:32162276-32162762	3.3093
4:32164014-32165649	0.117394
2:118522474-118526542	2.61525
7:78790565-78813787	0.492133
2:174469494-174470137	1.62551
3:192016060-192016366	1.24464
1:299638956-299642749	0.78739
1:299608576-299609401	1.01577
1:299528034-299529150	2.62969
1:299542045-299545429	0.430816
7:76265294-76304932	0
7:76250697-76251111	0.804864
10:27647979-27650691	0.790417
10:27696403-27697150	0.0816542
10:27714866-27715537	0.157328
10:79278671-79281753	0.77178
10:79370666-79371107	72.8144
7:160299689-160300180	0
7:160253688-160254129	0.142731
1:176757273-176758753	33.8466
4:195741444-195741834	0.852523
8:164356752-164363486	0.898301
3:184631673-184632285	0.135929
5:40337996-40357520	4.98278
2:56702452-56704402	0.186254
2:222723205-222731575	1.34102
7:29746912-29747557	2.07703
5:51492160-51492811	0.194277
4:12580009-12609706	3.29326
7:1966538-1968896	0.146242
6:104210133-104213262	1.08531
7:36215258-36216493	0.320365
7:36217403-36218259	7.81378
4:233769444-233771085	0.0974604
8:8730983-8731430	9.56437
2:222325666-222326347	1.28028
8:118529128-118653539	4.7619
2:226963056-227123377	0.870541
6:137030624-137032622	0.570551
6:137029390-137030029	0.196667
6:137016079-137018304	1.9882
6:137078713-137080990	0.183989
5:135288384-135290727	0.552315
3:30531097-30533434	0.263913
3:30539242-30539758	0.413883
1:119325944-119326674	0.117968
2:122951774-122956746	0.0753803
6:75163044-75163918	0.0451223
10:127616647-127622993	41.2099
3:54172795-54173125	1.06557
6:80566676-80567051	1.27113
8:41086388-41086772	0.246269
8:171439298-171441969	1.35113
3:192409366-192413520	2.00281
3:192351597-192352260	0.0748443
8:101425994-101431766	0.0688138
8:139351293-139351917	0.0892663
9:117955265-117955583	0.3976
5:125232561-125233662	0.0790395
10:145202931-145207597	0.364341
9:37283914-37284918	0.250741
8:170275293-170276742	1.98885
8:170316261-170329070	2.04219
3:104444611-104444992	0.222142
6:128323598-128324401	1.16439
3:188558063-188558486	0.181157
3:188528547-188530570	0.0650528
6:107356871-107359050	0
1:61596129-61596501	0.20682
1:61612999-61620826	5.11402
1:61621306-61622780	0.427207
1:61666244-61668447	1.54658
4:16376701-16377785	6.34708
2:189543921-189544499	0.76411
2:189554714-189555370	0.525911
2:189560452-189563321	1.4569
1:270062641-270062950	0.968701
7:11905736-11906042	0.417634
7:11793043-11794306	0.130587
9:14563083-14585427	0.935584
5:200441642-200442539	5.00037
4:18180471-18180669	2.30233
4:197847502-197848813	1.54188
8:146839789-146843951	0.0358668
4:59256568-59256919	0.630008
7:68892127-68897441	0.469888
7:68906041-68909293	0.0144874
1:62234386-62243455	0.293149
1:53993817-54008860	0.876627
4:44820547-44826962	0.150602
9:34907338-34907824	7.2526
10:102366578-102371637	9.33116
10:102318700-102320375	232.118
3:199983674-199984303	3.48419
2:162962061-162982456	0.470243
5:52420869-52421208	0
9:153486473-153486827	0.267289
9:128301286-128318561	0.800597
6:159470219-159471460	0.115953
5:94925258-94927599	0.0238489
1:92018612-92018834	0.877862
9:114690542-114717781	0
4:22613727-22624402	13.4302
6:7813950-7814725	0.445402
4:186839741-186841049	0.419334
4:3875891-3879107	0.0180501
2:19923237-19926348	0.536369
7:30508656-30509250	0.868753
6:89641372-89641663	1.16825
10:39135192-39136924	0.491623
5:199519523-199520384	0.801363
6:130438011-130438338	1.50478
1:90545191-90557350	6.86978
2:138906161-138907115	0.0823841
9:144141815-144161899	0.0835361
9:34915236-34915668	0.498667
9:137147624-137148919	0.403421
9:137081898-137086760	0.0913756
7:21638962-21639401	2.25592
7:21633431-21636570	2.5532
4:9351019-9355691	0.244507
7:84957772-84958198	0.823772
10:81848031-81848830	21.5284
6:134012945-134013287	0.259125
9:71260946-71266078	1.14027
4:84831996-84833223	8.87827
4:84836307-84836709	0.740749
4:84838441-84840887	1.36853
3:40160030-40160258	1.11013
1:103559727-103560532	0.574703
7:2133069-2135323	47.4386
8:65308162-65310194	0.14521
7:15798061-15806858	0.439191
1:14858515-14863230	0.0849694
9:29852641-29855115	0
1:100575654-100577421	0.188747
1:100581756-100582284	0.159209
1:100597916-100599810	5.26119
8:11265562-11266465	0.478641
7:124539334-124539833	0.133653
5:28953890-28955024	0.932736
8:169136712-169141823	0.351267
8:52299254-52299758	0.165054
7:169963037-169968795	0
7:170530559-170540973	0
7:6069772-6070794	2.62708
4:237868445-237932504	0.787699
8:168669879-168670857	9.01696
6:89785631-89788795	1.40394
6:18156458-18158445	0.594162
5:151839086-151841867	0.103082
4:79585998-79587272	0.153534
4:79591392-79592560	3.64094
5:33289708-33421404	2.41609
6:117655002-117657918	0.227354
7:42195361-42195652	0.482767
8:29363834-29364368	0.363844
2:158945279-158945702	0.425859
10:86099714-86100737	0.355812
9:142806736-142811172	34.2057
5:106094214-106094469	1.38368
7:95434750-95436675	0.123893
8:125190210-125193768	46.2293
8:125180330-125182094	1.80564
8:125170396-125171886	0.167093
8:125140850-125145597	0.0193554
8:125225854-125226494	254.309
8:125196524-125197922	0.0835243
4:208082845-208085673	0.0891922
1:282893945-282900413	0.742849
4:124781044-124789968	0.523585
4:183086552-183089394	0.147504
4:57698093-57699633	0.282072
4:57693883-57695966	0.202017
4:75559212-75559713	0
1:59388402-59388901	0.295337
1:59462360-59469906	0.795119
1:100991524-100992887	0.0632528
3:158979320-159007265	2.91096
3:158979320-159007265	0.460489
4:69339396-69344018	58.4241
4:131010546-131027664	0.323762
4:131033417-131035728	0.0901211
5:100686315-100699990	0.414351
1:102948792-102950569	0.214911
3:3475914-3478645	2.7884
4:197923782-197925160	0.370834
6:56233566-56235444	3.10814
2:210529066-210531072	3.77336
2:197008282-197009119	0.393343
6:4884187-4890475	16.089
7:154001085-154003903	0.0967027
1:68675007-68675987	0
5:181014742-181016466	0.320859
5:181002072-181011482	68.6044
5:181193834-181196859	4.59258
5:181197345-181200367	9.20086
5:181206790-181210477	8.07022
4:188719397-188720507	0.346728
9:134834432-134835701	0.457029
1:229034224-229035059	0.419951
1:23582643-23586128	3.10675
1:23580911-23581530	4.21143
4:205546472-205546879	0.314179
1:166361947-166364519	0.233268
1:166324699-166341219	10.9774
4:205308124-205309513	0.787932
4:222958342-223019623	1.12045
4:222958342-223019623	0.478107
4:223045682-223051898	2.00822
4:125981164-125981464	0.305348
1:237458101-237487302	0.271876
2:21903374-21906863	0.286683
4:239214167-239216919	0.139387
4:239203067-239206028	0.273636
1:59137859-59141285	3.14565
8:109040529-109042054	343.634
5:59425798-59426044	0.863615
4:227488741-227490058	0.0555007
5:150803009-150806764	0.0362088
6:159177479-159179985	0.194498
6:159182868-159186895	1.93431
5:74458689-74459094	0
1:197462895-197464488	0
1:199738771-199739612	0.0951237
9:1840760-1851533	0.533664
4:191583951-191584401	0.605347
6:159694620-159696531	0.0706359
6:159616912-159618624	0.0774926
6:111370861-111372772	9.33504
10:74265390-74266530	0.104333
6:49101062-49101644	0.476632
6:116345194-116346656	0.0880558
6:116466872-116467350	0.217625
6:91617453-91617723	1.0751
3:144084228-144084618	0.464246
1:294997959-294999348	165.941
1:294932400-294936784	0.130709
1:46852657-46861936	1.53144
6:151770258-151778529	3.54423
9:137411218-137413616	3.71325
9:137250531-137257691	0.136541
9:137329551-137334176	0.41094
9:137336818-137339379	3.30719
9:137355934-137356690	0.094309
9:137350753-137354173	0.0977863
9:137344167-137344612	11.9098
1:292659477-292671866	0.233501
1:292659477-292671866	11.3606
5:39870760-39883919	2.02217
9:134615999-134616651	0.282638
9:17905186-17908271	0.766703
10:52419266-52447583	0.133403
8:27004381-27004804	1.49601
1:213655165-213664129	0.590458
1:77241558-77252224	0.342033
9:141081488-141086804	0.185711
2:155869509-155876717	2.11551
3:15432767-15434186	0.167089
3:131931002-131931748	0.100584
8:133338921-133340047	0.163384
1:256282351-256284911	0.236524
2:41471223-41474434	0.049838
6:6616748-6616952	2.49825
10:27193234-27193723	1.6643
10:3271119-3271395	0.924088
9:28441744-28442361	0.167874
1:171740609-171855016	0.325315
5:64095145-64096408	0.428148
2:77605519-77607713	89.0338
4:93402813-93403113	0.477944
6:30151093-30151501	0.459124
6:25336820-25337521	7.75364
5:32424802-32462467	0.146734
8:163507375-163507855	3.67942
3:690874-692941	0.504064
3:666461-668901	0.0429972
3:654964-655642	0.901894
3:742471-742906	0
4:239081136-239095955	0.181859
6:159772034-159773976	50.1974
6:159888495-159892251	0.80997
