chromosome coordinate	FPKM
3:152505447-152508793	0.231091
5:51351385-51359846	4.54458
3:167744312-167747632	1.19326
1:200468952-200469762	2.23711
1:145841528-145873323	3.66763
1:268936877-268937518	7.10448
9:49937278-49942157	1.0148
1:250071367-250076916	0.0613281
1:145841528-145873323	0
2:226314026-226323829	18.1051
7:101129142-101132086	0.0200572
3:115005662-115007783	2.39852
9:33839598-33858081	14.9644
3:186061859-186071040	3.08568
2:226325619-226327419	1.23896
2:226328243-226336788	76.7443
1:293022085-293031384	3.54571
7:135407730-135469232	0.4109
2:23927960-23945980	2.36656
7:16272206-16282431	6.71073
1:288471236-288492177	3.33903
8:100990990-100992648	0.298026
6:163726819-163729000	0
1:112487179-112488811	0.0758011
2:1359309-1360881	1.66352
4:240214895-240220024	2.32462
4:161365939-161376882	0.362803
4:240210500-240211828	0
2:32266967-32270914	5.94079
6:3187872-3192402	2.69903
4:37934955-37936358	6.46535
1:300101884-300103104	1.09718
1:229533873-229534863	0.399529
6:120681404-120682769	5.72818
5:48954629-48956975	0.315419
5:11946344-11954653	3.26852
2:209634732-209646238	25.4278
6:32186893-32189469	0.0225185
3:59204809-59206370	0
8:18822078-18824101	0.723822
5:93920064-93923726	2.00818
8:56891829-56894321	0.113112
2:140639258-140644541	0.106875
8:71282270-71288552	0.526229
3:214759503-214760282	0
2:225525719-225532287	0.906206
4:118468776-118470632	0
7:2292606-2293615	1.47516
3:223737077-223738942	2.42458
9:60617707-60621409	0.383235
9:20834884-20836012	0.0627661
9:60617707-60621409	0.759873
2:227586064-227587703	0.302088
2:227573373-227575510	0
3:223750497-223751787	0.0545885
7:137275570-137279379	1.53366
2:215393680-215395988	4.90691
5:31002749-31006569	37.3108
5:211269032-211269799	0.99484
5:2524247-2535059	8.27515
10:140351381-140355980	19.8618
1:295588398-295589534	0
7:36725625-36726957	42.1794
4:190608870-190615006	0.230435
1:2161369-2168670	0.0797124
6:166900484-166901284	1.72102
7:13615788-13617804	5.88698
1:295459223-295465426	0.952668
6:166878602-166881699	13.0122
6:45708395-45712069	0.930334
1:295450009-295457140	9.93624
3:168695538-168839001	4.71838
3:168854394-168856071	1.81597
4:209498424-209498638	12.4612
10:26648579-26650980	0.224006
1:30368410-30369180	0
5:67672606-67674577	0.340444
6:164181428-164183918	0.17566
4:212297333-212301633	0.0122649
8:137118331-137121252	4.86322
4:147253235-147255634	0.115935
7:15331737-15339803	14.644
1:41532369-41534020	1.16695
7:136030562-136033197	4.65892
1:87746124-87750683	0.12205
4:212321050-212326573	9.45631
2:233252451-233252805	1.73442
4:171554963-171560273	0
4:212321050-212326573	8.21551
6:128420260-128421880	1.42727
5:98519133-98522607	2.12141
1:140984466-140986941	2.70731
4:89097334-89099983	25.4843
8:43021311-43024507	18.482
8:42952242-42986334	0.40493
10:60642999-60644239	0
2:51173729-51175456	0.849579
3:229900074-229904451	13.5953
10:60667305-60670418	0.272145
2:19451471-19455034	5.11526
5:114772168-114775175	0.0454827
6:155235504-155238847	14.7497
9:49863706-49865476	0.237128
5:203262868-203263542	34.3484
5:203304148-203308763	0.611264
5:203311029-203311574	11.3717
5:177668720-177670329	0.994162
9:28826221-28830946	0.105215
4:118263400-118264886	0
1:229603087-229609010	24.4259
2:214923096-214925054	0.165811
2:214923096-214925054	1.98725
8:142659610-142665811	0
1:214237748-214244496	11.216
1:280110235-280114335	0.12811
4:141268687-141271481	31.8304
4:141268687-141271481	0.0553405
7:130982942-130988282	0.0386971
4:18910818-18917109	0.439994
5:10308039-10310205	0.509683
1:64079847-64082498	1.67114
4:178294475-178296147	0.0453838
5:156769650-156771907	1.03492
7:61226599-61233834	0.0858222
10:13372379-13377105	0
3:144332994-144344867	11.3342
7:167817586-167818997	0.343438
8:57385550-57385753	0
7:167854160-167864872	2.59524
5:204020060-204023408	0.675555
5:11697637-11699154	1.88508
4:95596648-95604269	8.5353
5:134484213-134491962	14.7583
1:293793112-293798624	22.8928
5:144862983-144864330	0
7:167341221-167344190	0.735749
4:40010830-40016436	5.04631
2:196870157-196871930	0.0423539
7:167341221-167344190	1.10289
2:196870157-196871930	0.162716
2:196859933-196869128	10.1186
3:13461414-13464266	0.468024
3:13461414-13464266	6.52802
1:293809677-293811024	0.0298748
1:293809677-293811024	0.0999414
2:1186501-1188407	9.66355
2:1194016-1194758	0.319808
2:75423979-75424603	12.2776
1:225244637-225258547	3.405
4:148365947-148370598	1.16314
1:266463439-266464224	0.254836
3:195105077-195126859	24.3355
4:183760985-183768027	0.00977284
5:4873507-4876893	0
2:150751378-150752565	0
2:150754736-150755254	0.611102
1:173098191-173099784	0
2:54687227-54688328	0.0689858
4:101706706-101707680	0
1:207320257-207322391	1.85178
5:7358589-7367484	1.93251
4:216673293-216687593	80.3909
9:94505818-94508961	1.47107
1:301250011-301251757	0.317647
2:140657253-140663126	2.72106
4:199278822-199283117	0.200116
8:159951245-159952462	3.91833
1:274982867-274984002	0.411827
1:131542988-131545224	0.0339138
6:152250981-152251910	0.654956
5:5000945-5020652	11.1168
10:101278122-101290683	0.0457976
5:208933166-208933640	0.474748
4:121749184-121750045	0.232481
4:121747757-121748374	0.406542
1:24404289-24408869	2.50434
3:149347614-149348882	0.112682
8:150430423-150432106	0
2:44262631-44265270	2.23895
3:186781962-186783499	46.4847
1:209180529-209181588	2.65843
5:113506569-113510936	3.03345
3:186785528-186786351	3.86132
4:159699438-159704280	0.130772
10:71406445-71407668	0.234447
1:257535957-257537283	0.0771217
3:194144563-194145064	0.84324
3:194145132-194154437	0
1:75069775-75072453	5.90523
9:16770880-16771284	3.15608
3:194145132-194154437	0.0674153
8:162347759-162350815	0
3:184605265-184606735	12.6353
UNKNOWN:3453453-3459380	0
5:9633176-9637729	5.95927
7:118074243-118077015	1.28945
6:27524545-27525248	5.91816
8:160066239-160066598	3.29669
4:181716159-181720499	0.051718
5:185337194-185345427	0.0463206
1:180332680-180338561	14.2334
9:14785955-14798030	0.0527389
1:180339169-180343232	1.61749
5:211378454-211381990	0.0687699
8:98399981-98426190	1.14672
3:208827682-208838838	58.4163
8:78437054-78440172	0.188473
1:1787685-1789666	30.9846
6:44583422-44598885	4.19674
10:115366522-115367199	0
1:279298333-279303602	0.0150399
6:101981401-101986277	0
1:26754895-26757663	7.08759
4:145319296-145325491	2.58197
5:212487380-212489597	0.380182
10:126281608-126286592	14.5326
3:104526510-104536068	0
2:235692211-235711509	2.96164
7:70650926-70651978	96.1316
4:165424644-165425791	0
6:65496765-65497112	0.672805
7:87511477-87515417	0.466528
10:98799856-98801921	0
4:5167196-5172399	3530.64
8:159659801-159660056	0.824317
4:166346781-166348531	0.459511
1:5016683-5020549	0.0717891
5:61401585-61404098	2.0081
8:161187375-161192709	22.6969
4:239214167-239216919	1.46689
4:219480824-219493841	3.93572
2:190083637-190087587	5.08283
5:13608603-13613396	6.68216
5:13600502-13607401	7.51656
5:13576262-13591781	11.6901
10:12787163-12791440	8.26381
5:203088915-203089589	0
7:47395930-47408113	14.1365
1:104935272-104936233	1.92675
5:75890938-75895041	1.0937
6:122524681-122526679	0.0610322
3:59842988-59850482	92.0401
7:1564827-1566514	0.127329
4:99888697-99889571	0.055886
6:147965964-147967457	0.800133
7:150961725-150968141	0
6:147968537-147969118	0.688038
9:155584712-155586017	0
2:19257349-19262311	5.10333
7:19052727-19090250	20.05
6:33457217-33458009	0.169534
3:113481100-113483746	0
4:185640992-185644034	0.806837
9:138779469-138785359	4.14114
3:36182763-36183893	0.287241
3:17176968-17180693	0
3:17176968-17180693	0.450147
3:17172067-17173913	0
9:125804175-125810666	0.493537
5:96354713-96362409	9.34005
8:150872680-150878195	0.924672
6:134903615-134906764	0.501945
5:96393230-96402800	40.3377
4:142153472-142160815	28.2404
5:96402921-96404980	0
4:142163021-142165773	0.494452
2:163037961-163055094	0.0177864
6:155170646-155171661	11.6482
5:23722745-23724362	0.134725
6:92396600-92397634	0.896148
9:132007778-132036274	29.7569
1:131126690-131127545	0.104785
1:14850870-14853754	3.03338
7:125382514-125384189	0.716423
1:27099021-27102890	0.400739
5:152403163-152406428	5.16061
7:125382514-125384189	0.14408
6:134741134-134743836	0
5:185634389-185636793	0.271874
3:219688039-219695909	11.7013
7:137146687-137154093	0
3:195258769-195260129	2.53577
2:210899901-210904485	0.0551207
4:22978849-22979457	12.7659
6:81140983-81142507	0.0296166
6:81139996-81140605	0.378263
4:112645076-112804446	0
2:104961687-104969752	5.70586
2:12897469-12907861	0.0744326
2:12897469-12907861	0.652487
5:189804973-189811226	14.7824
5:189770657-189775203	39.9666
1:256558966-256559828	0
3:50216415-50218902	0
2:159978213-159984197	0
2:159964129-159977605	0.0326194
5:178819036-178819993	0.115422
3:181004757-181006973	0.835069
3:89010215-89017149	0.0170761
6:55595392-55605014	6.09179
3:140852255-140857698	9.38877
4:153268731-153270773	0
9:124042268-124050091	0.0307317
8:17058191-17062569	0.0191828
8:17058191-17062569	1.59938
3:44597335-44600651	2.32424
4:202797350-202799555	0.0181414
3:176451408-176452821	0.52295
4:202805301-202807819	0.0491567
3:16565268-16568857	2.444
7:4987703-4988658	2.21558
3:16570817-16572010	0.149175
3:16572428-16575869	1.61404
8:6236058-6242235	0.0412548
5:21501640-21503463	45.7934
1:283239188-283249050	0.79224
1:283253091-283256718	4.39257
1:283318342-283325234	14.2647
6:165569431-165569926	2.90447
3:27842626-27843818	0.455786
5:84515916-84516379	0.578846
4:240446488-240449003	0.132445
4:240412561-240442322	3.42724
5:211752227-211765196	0.374222
5:48449470-48451502	17.8384
4:240412561-240442322	2.55652
9:2503693-2509301	0.0969909
5:211752227-211765196	0.243563
9:84238517-84240705	0.672965
2:58195958-58197242	0.0961895
9:84224218-84225268	6.7789
2:157751398-157755893	1.54326
2:209823002-209836282	28.3653
5:39627827-39628698	1.23472
2:157799895-157800950	1.79581
5:47677117-47678037	14.6209
7:120967848-120969651	0
2:37319815-37324124	0.0758618
10:144227180-144229495	0.0119669
1:42107101-42110078	0
10:147402070-147405547	13.5091
10:147399984-147401694	1.10603
10:147385815-147390512	0.65033
9:48004320-48082983	0.025184
3:12514233-12516697	0
8:83649934-83651635	0.0590485
9:47066477-47068121	0.096553
9:17874531-17877935	0.16703
5:209732210-209733387	0
10:5641563-5647880	0.660437
10:6864525-6871025	0.451168
1:19639638-19643199	4.84909
10:113023996-113027056	2.34709
8:77429943-77434618	46.6108
6:168248000-168249687	0
8:24352907-24355289	1.18984
8:24336628-24343678	1.47073
8:2422995-2428668	1.90621
1:21248685-21250409	0.732591
1:21250624-21251334	0.556898
3:30463221-30473236	8.23157
4:43321406-43323110	0
9:56902707-56907334	0.0478768
1:74484423-74488354	10.9296
5:134645720-134647192	0
1:234965382-234967128	0.197751
4:22269023-22277380	0.19228
8:136285575-136300539	15.8194
1:277032396-277046072	12.8201
4:91795185-91796121	0
1:14779951-14781468	0.594493
3:24967230-24968114	0
5:216380863-216385118	3.11961
1:87599875-87602403	0.130085
6:106730564-106734279	0.140791
8:26751495-26754656	0.628204
9:117098974-117100349	3.23514
3:216641560-216650095	10.7966
5:46016702-46024767	0.00830527
7:130878425-130882596	6.35321
9:4308984-4310333	1.26738
9:4330959-4336987	0.324454
10:132033329-132034374	0.727714
2:104036376-104039975	0
6:166813564-166815482	2.96354
6:166813564-166815482	0.281629
4:200031993-200034673	0.0319224
9:42834970-42841058	14.0536
8:41173329-41179966	0
4:62357116-62360030	0.141291
2:21872674-21874781	0
10:132254133-132256476	0.588854
7:3483731-3484794	0.197385
10:37905378-37905994	6.80829
5:187487130-187489784	1.41349
9:137595002-137596967	1.85722
5:187472059-187486588	0.228356
9:11783115-11786418	0
2:215035563-215037673	0
9:129188624-129190794	42.6982
10:77599391-77601789	0.0384037
2:209187597-209188299	0
5:207353090-207353489	4.15032
9:111116269-111117227	0.446625
3:6413502-6418094	4.07304
5:209582514-209584052	0.357883
10:5481907-5484917	0.367554
3:105478815-105480803	0.092025
1:292133284-292135288	44.6716
1:31764157-31768066	0
6:28072979-28074494	0.161996
6:28072979-28074494	0.686614
6:28075394-28081870	0.923886
1:5251523-5252343	0.093543
1:5248292-5249794	0
7:142234169-142236060	18.3868
7:142225029-142229174	0
3:218465856-218466180	0.837412
5:32919177-32922568	0
5:32919177-32922568	5.32679
3:228561777-228564351	0.0476002
3:228601972-228627205	4.49024
5:214514281-214515044	10.9139
3:185311867-185315829	1.75497
1:7597566-7601961	0.0896006
10:73837672-73839016	7.96851
10:8084587-8097266	5.36425
1:7597566-7601961	0.77192
5:193534047-193534921	5.27921
7:156118013-156122531	0.0554663
7:156111747-156116073	0.29317
8:15106315-15107290	0
5:191217941-191219471	0.159533
6:113869783-113886584	0.0611211
10:113135892-113138554	0.0334111
8:47246486-47250108	0.0085811
1:212332407-212358537	1.71652
2:194164433-194166511	1.22896
9:143861139-143863395	2.47542
4:190266871-190270144	0.675913
8:96997434-96998402	0.17462
3:206318416-206336702	13.0131
9:55448766-55452835	0.549208
6:84323930-84324983	13.0773
6:84323930-84324983	15.9851
5:70756336-70760939	0
5:65442954-65456381	21.8067
5:70766766-70776203	7.08457
5:202279188-202283851	0.058368
5:65437376-65438237	0.625836
5:65425224-65434544	15.7486
5:202294728-202303765	0.362137
5:202304834-202305876	0
5:217781091-217787296	0.0208592
1:259220322-259223853	0.74995
4:186657243-186710764	0.049819
1:249500128-249504689	0.54215
7:21420254-21422443	2.44511
1:33709359-33710952	0
4:39939566-39940844	0
5:70766766-70776203	1.67591
1:213131917-213133459	0.555798
6:65509407-65511415	64.483
9:61263819-61265955	0.206329
1:14556443-14556595	36.9312
4:171908548-171910339	0.24061
2:165872055-165874345	0.647481
2:165872055-165874345	0
4:171917078-171925757	11.7075
7:48599897-48601973	1.74828
5:168393935-168404664	0.059329
2:165835408-165840972	5.52922
4:171917078-171925757	3.70869
2:165830604-165833223	0.489348
10:106473877-106477949	5.15338
4:144120090-144130369	0.00693512
3:179068821-179073799	1.12661
3:213896740-213905427	33.684
5:34043851-34046416	0.546593
6:86559781-86560567	0.201201
2:199290432-199295091	3.78347
6:146850943-146851932	0.254165
5:22291111-22293070	1.22946
9:138252778-138268775	0
9:138252778-138268775	0.049219
1:115646151-115646733	4.34866
1:115616722-115617507	0.211174
9:154305816-154311241	19.7766
10:90479634-90492880	0.082857
10:4180340-4181716	0.0542243
10:4186182-4186483	0
8:3802013-3805380	30.5748
8:159186573-159197570	14.3695
1:60153708-60154450	0.191982
3:229540156-229542366	11.9095
6:92610560-92616400	3.68263
3:229552772-229558836	0.575386
3:229552772-229558836	3.18806
3:229579955-229584544	15.9599
3:229579955-229584544	1.90144
9:57606625-57617087	10.2066
9:12103631-12110868	47.4083
3:149563653-149565053	5.51888
1:182168792-182170176	0.408934
10:75216815-75222519	0.0519854
1:188927395-188928192	2.06268
5:163066170-163073042	0.0791878
2:114883819-114891121	3.18565
7:139131468-139136277	1.39685
7:139138681-139139799	2.70821
8:24529726-24530886	87.1292
7:139199480-139200477	0.661923
3:68445791-68449403	1.56245
5:154980122-154982580	0.0466156
3:60251652-60254402	2.12952
5:141129199-141130814	11.1641
1:197738660-197738960	0.967577
3:171899302-171904461	1.88755
8:126880181-126880433	16.4062
6:115379643-115384527	0.0779645
6:115379643-115384527	0.549815
10:4098564-4099212	0.358402
1:138375882-138377323	0.0807893
1:138375882-138377323	0
10:110810873-110821284	1.80435
1:75284748-75286397	2.25203
3:19965479-19969019	0.209454
4:237485003-237487381	0.49413
4:237485003-237487381	0.0415203
4:237454376-237458064	0.0212738
5:214067937-214075634	5.05129
7:159047960-159051979	0.208704
5:214077582-214078417	0.833391
8:166820190-166824594	0.0197127
6:118296097-118319094	96.6181
1:216668634-216679392	0
1:260744507-260747316	0.0964526
5:108954346-108964176	0.110922
7:127144202-127149250	1.28804
7:77879622-77885811	0.380747
9:24508452-24511989	32.0874
1:242107188-242126836	0.0366944
7:4834626-4836571	0.301127
8:170335806-170336865	0.127654
2:86300111-86300620	1.68956
3:201909063-201909949	4.83974
8:172891231-172903385	22.7415
8:168583675-168585436	0.105828
7:47572316-47575252	0
2:81379510-81381432	0.219721
1:228050222-228053619	1.02736
2:229595686-229597429	0.0321651
4:4863070-4867499	13.0735
5:204202629-204203310	0.260145
5:204207009-204208551	0.684204
8:51802016-51805977	0.189805
2:157252986-157279212	0.0510667
7:147146767-147154525	32.4938
3:68517227-68518463	0.129924
9:99529331-99582572	2.58756
9:99604244-99605521	0.147659
9:99683389-99684022	0
9:99670404-99672388	16.0346
3:201636597-201637047	0
6:125632169-125635674	0.0588665
3:6088602-6101540	3.07134
6:125628388-125629340	0
7:103276706-103280695	4.82951
7:103276706-103280695	3.79554
3:99480826-99482380	0.227669
3:99478819-99479715	7.5334
6:153252043-153255958	5.32577
5:195127488-195128950	0.0818155
10:112036484-112094012	0.235502
7:154517986-154521772	0.238518
5:198294957-198296688	0
7:154506942-154508699	0.0827321
10:132525256-132527036	0.604289
10:132525256-132527036	0.370316
7:154468536-154473580	10.7354
10:132532856-132533442	1.07247
10:132534204-132541075	6.46649
8:162822008-162827300	0.180668
1:263651994-263654528	4.01311
2:4422118-4422900	0
10:132542589-132545260	9.85458
1:46204629-46210242	0
10:132547231-132555408	0.0391538
8:157083487-157086077	0.302227
10:8715725-8722387	6.5485
10:132618905-132621315	196.578
2:15917333-15920161	0
4:98721028-98730253	0
5:212882516-212883477	7.92388
8:59169532-59170613	4.4996
1:262183356-262185051	3.07062
3:11970218-11971729	0.438188
5:90493139-90516197	0.225485
5:213948772-213951156	0.0909544
5:213944857-213947602	25.3034
5:213915511-213917618	1.88183
1:60395571-60406353	16.5544
7:31557024-31559323	0.0699516
1:265595626-265599594	0.12734
1:265591327-265593341	0.265872
1:10731789-10734579	0.0630075
6:160775695-160780666	5.58074
1:28961030-28964979	1.92149
2:18766155-18768813	0.33984
9:156405213-156438679	0.589084
2:18757632-18760076	0.0605287
1:86945035-86945851	0.294853
7:173553683-173555507	1024.83
7:121183112-121187749	14.3034
5:57205926-57212295	0.352348
8:169996083-170002291	0.410053
2:233681725-233687865	0.642909
2:188172189-188173835	0.06643
2:233677788-233678741	0.582936
2:233677788-233678741	1.67606
9:6950334-6953297	9.45243
4:22106884-22108027	1.34456
9:6950334-6953297	201.967
1:220099237-220101113	91.1538
1:230535105-230547084	6.32738
8:129062478-129063762	0.159914
2:218996010-218997226	0.454402
9:6956310-6962801	649.075
3:43657458-43657992	100.847
10:55446248-55448263	39.2216
3:205969624-205974181	9.7909
9:11535559-11538072	0.514305
1:107304294-107312552	13.8922
1:172401801-172409075	0.0427272
4:182785367-182788052	1.05237
4:182785367-182788052	0.871465
4:113063854-113066335	9.2248
9:64028359-64031969	22.8555
8:153407823-153413500	10.8557
9:64028359-64031969	0
5:165318192-165321497	3.44151
5:217017051-217020067	0.173958
8:90687921-90692471	0.447385
2:146014949-146019348	3.39767
7:130672879-130676986	0.0614305
7:2914482-2916402	0
9:134462177-134463064	0
9:73007267-73008036	7.5218
7:130641938-130652075	3.71669
2:203251724-203254623	0.737395
9:123378408-123382790	0.0471603
9:123398561-123401996	0
2:203263077-203263820	2.44064
8:151059508-151060666	0.290058
6:67987496-67995834	0.220583
2:186907611-186910639	0
8:139877749-139888332	19.4933
3:2101163-2106467	2.84568
10:126927849-126930369	0.860071
7:8218239-8220358	0.0784827
1:296768084-296769270	0.178687
1:13593085-13605223	3.9283
1:73374219-73376998	6.94333
1:208732959-208734529	0
3:174285281-174286689	2.69148
7:174102327-174107989	1.84495
4:87868400-87869258	0.997579
9:36410701-36413361	0.389724
6:15745594-15745936	0
1:287461537-287463384	0
8:174322439-174328301	0.177502
8:134843283-134846850	16.7878
4:239509239-239521807	6.2611
2:180733874-180795223	3.20569
8:156887530-156888851	0.144288
4:10541115-10542827	0
5:116900537-116936612	0.10982
5:13390653-13393842	0.460431
2:7217702-7220766	0
7:76575787-76580472	20.2085
5:164997673-164998676	0.35658
8:162791977-162800552	4.66289
2:44187636-44189354	5.28503
3:5849214-5853255	2.35538
8:162785915-162787628	0.720769
3:32783181-32791380	0.0339827
2:225677899-225682490	3.39027
8:162785915-162787628	1.03474
6:6618106-6620219	0.869694
6:96905195-96916140	6.45196
3:4861528-4865955	9.25511
1:300108721-300149560	1.25437
2:134832666-134847235	7.69287
4:215265394-215266597	59.6703
3:228662168-228669323	7.17677
3:169873284-169877256	0.127563
2:231206285-231207056	0.135564
10:105919179-105923163	1.92393
5:139055967-139058413	0
5:7356193-7358172	0.0776743
2:193842346-193843862	2.1395
1:23563516-23567058	3.71276
1:23563516-23567058	6.76492
1:23554709-23556192	0.566707
7:39219674-39225654	10.4966
10:124099732-124127546	0.0213765
4:236378469-236379262	0.438823
6:65755872-65760034	0.0732433
1:282893945-282900413	1.06097
9:59939834-59941693	0.0631337
10:48646528-48648373	0.0415715
8:39282879-39339514	0.0537442
8:148392099-148393237	9.8305
4:236412450-236415822	0.112749
1:233875826-233889233	0.0220782
3:22956304-22957389	7.59874
3:158889209-158895527	6.33475
10:70354349-70355238	0.119247
8:104819410-104820947	0.159974
4:178596382-178598254	0.27471
3:230967220-230969737	0.321436
3:158979320-159007265	0.457799
4:166864640-166867344	12.7411
7:52303385-52307475	9.53543
3:73044697-73048787	0
4:171259172-171266504	1.83961
1:514920-526846	0.317662
4:171259172-171266504	0.238911
1:37606585-37619198	1.40274
1:34312024-34322470	20.8338
1:42169708-42185861	1.2005
1:248012360-248016938	0.0765378
4:175970661-175983046	2.95319
7:21140574-21151267	30.4737
1:235441032-235444718	3.38763
9:124237385-124242063	22.9453
9:110850416-110852484	0.286648
9:110855220-110857462	2.69239
4:20740303-20741766	1.01401
7:32477982-32480595	0
10:65187378-65200280	0.0452907
1:8557739-8560823	4.7205
1:275774613-275780744	24.6448
6:96514964-96517143	0.743819
1:8542710-8546559	4.52134
1:275767454-275768781	0
3:36304351-36308336	78.2633
1:69699061-69701037	1.66165
1:12248907-12249912	3.62925
3:36311391-36312364	49.3198
1:12254262-12255821	8.92404
6:161513196-161525070	1.03679
3:36317600-36320727	2.17063
2:53593690-53594397	0.411226
4:186592294-186594498	0.0796666
5:67476537-67482854	18.3819
7:104615800-104620303	13.4337
7:155779171-155782977	0.911516
5:36688316-36688677	5.24515
1:245039263-245045582	2.21663
9:30050059-30075222	46.5084
4:31069489-31070778	0.0402117
10:8930167-8933157	1.35391
4:31069489-31070778	1.61115
1:34618106-34618540	0
5:188388859-188390980	0.985855
4:226384265-226390172	0.0844677
4:226378627-226383114	0.657707
10:94949490-94953016	0
8:23422228-23427791	33.965
1:253276170-253279686	4.5708
8:23422228-23427791	2.93897
8:23414183-23420983	0.333232
9:19368548-19369906	0
1:26427722-26432914	16.8367
9:153941286-153942117	69.5689
7:162168925-162171425	0.387204
2:135047024-135050405	7.68181
9:153944512-153947258	14.5076
1:26425388-26427364	0.0857027
1:283187142-283191676	2.90279
7:172675157-172675868	9.11546
7:144336381-144339061	0.0434668
7:114559524-114565663	0
4:84957657-84960019	0.169598
2:32349327-32350586	0
4:84962611-84964566	0.426267
5:90761653-90764254	2.16039
5:107754370-107755975	0
8:164735111-164742222	15.6753
7:86433387-86439128	15.1952
4:178455227-178469845	1.91236
2:236211527-236216514	0.0535791
4:44470260-44477466	0.0127921
8:164754938-164757167	0.215058
8:120963904-120970259	1.43869
10:4015807-4020018	10.4071
8:17242890-17244208	0.368505
6:94498918-94504496	0.437745
3:154376636-154383908	0.195919
4:92833294-92834735	0.614527
6:94507787-94510528	1.17295
6:94516048-94518519	2.60513
6:94523671-94528985	0.510123
9:153518495-153520218	0.327542
9:115885992-115891545	23.7252
8:50340943-50342326	0.0430848
6:61179282-61184400	36.4952
10:104822497-104857891	7.65438
1:4290981-4293382	0.029276
4:170710217-170711937	0.392179
1:197260010-197262816	0.492806
10:104822497-104857891	1.35163
1:197267921-197271011	4435.09
5:167943793-167949495	30.2078
2:200424464-200425759	0
4:3046686-3049508	2.98487
8:9435812-9438049	7.4981
2:211783438-211786469	0
1:269818497-269820063	0.130423
1:269814607-269817740	0.0267998
2:211791956-211796875	18.0762
4:145222253-145222967	0
5:7284825-7295084	13.3484
9:60715043-60723381	0
5:108089499-108090517	0.0704266
6:69387614-69389001	0.073405
6:69392240-69392582	0.519727
3:231353688-231354369	0.134705
3:231366045-231371773	0.252785
3:231374321-231376256	0.429137
2:217007465-217009689	55.6507
5:7255579-7258176	0.182301
8:13441473-13442335	0.372773
6:58445026-58450019	13.642
4:148959442-148962265	0.921121
2:134360054-134362096	0
1:294097377-294101962	8.89719
2:134438171-134443448	3.07153
10:135507417-135508395	3.23356
3:215081403-215089219	12.9224
2:5506558-5507200	0.794183
9:56907541-56909021	0.0992971
6:114094905-114097011	1.00478
4:231961057-231975532	1.10732
5:147166941-147167933	0.159739
6:114092488-114094164	11.7548
5:147166941-147167933	1.56053
4:224879601-224881835	5.51744
2:78698292-78718151	0.100675
4:224879601-224881835	88.6293
1:1665097-1666489	33.1865
9:90365165-90368247	3.59167
1:85730276-85733272	0.200574
4:152935120-152938359	0.443526
2:200908798-200913359	12.4383
1:8632977-8635760	0.127798
1:35937409-35958956	1.3201
1:174007093-174015084	0.0296868
3:198595524-198596727	0.558121
7:169748835-169749305	119.29
1:44575078-44575740	0
2:172109595-172118659	169.224
2:216040923-216044447	0.983572
2:216039693-216040133	0.176004
2:216004922-216038445	0.853728
2:172107259-172109433	1.13585
2:172100532-172107161	0.0606292
5:163409582-163412899	3.33124
2:172100532-172107161	0.0987434
4:132589394-132591667	0.379502
3:203284731-203289604	1.45941
3:203284731-203289604	1.20432
6:160700681-160704597	4.59125
5:38013809-38014676	2.94995
7:101662268-101715131	0
2:26769800-26774601	9.54664
1:111568674-111569656	6.40771
2:26769800-26774601	26.8013
2:172084201-172091613	29.3554
9:155718392-155722227	2.54274
6:160721987-160727193	1.19108
8:132520743-132527810	25.4296
1:79352515-79370928	0.20825
1:289544885-289548243	0.159163
1:833248-837343	0
8:132194623-132205133	14.396
10:78320149-78323416	2.27399
2:222860725-222863848	30.1354
6:88737098-88740808	1.2777
2:44697028-44698753	0.913172
1:289575585-289599131	27.4882
1:275760416-275766636	0.0437818
1:182626470-182627576	0
2:26938750-26940081	15.4323
10:130079194-130081274	0.341297
2:26934037-26936612	0.456779
3:216065097-216065595	1.68528
7:42975538-42978071	0
8:4954909-4961174	15.4186
1:8112582-8114662	40.3257
6:60762175-60764199	0.0468738
10:10239989-10247894	0.212782
5:9081908-9088871	0.12722
7:115214157-115219600	0
10:10239989-10247894	0.0514938
2:185943611-185943887	1.40542
7:53150119-53153498	0.0294685
3:1552278-1556624	23.1675
3:1545703-1548988	1.73434
9:26817669-26825748	14.4253
3:1540815-1545206	2.20951
9:5044052-5045839	0
5:202224550-202225926	61.6721
9:26817669-26825748	6.0832
3:220442638-220451294	4.30347
6:152844734-152845998	0.508653
1:4767251-4772147	7.29711
6:124363442-124366224	5.10718
9:46577967-46581667	0
4:82090970-82092519	0.254774
2:77876571-77878563	264.026
1:182851363-182853431	5.1129
2:77892810-77893941	114.681
4:228789079-228805618	8.97666
4:1220551-1221743	0.0682264
4:228789079-228805618	0.988009
2:180167789-180169605	0.313736
4:178229464-178238103	14.1685
2:40422114-40424582	0
9:111547866-111549364	0.61468
6:50284731-50287303	0.522785
9:111547866-111549364	0.0553468
4:36440550-36440845	2.25366
4:36441040-36443052	1.39015
6:50274744-50276535	0.103591
2:209014414-209018099	8.08518
2:20563650-20564721	0.15923
4:178244179-178245465	3.42913
4:77481184-77483279	0.133937
3:16063648-16067616	0
3:182749399-182757534	0.929733
9:105329309-105330451	0.401651
5:135450355-135451923	0
4:175497837-175509354	9.38292
10:147719220-147728103	1.98666
9:87811932-87813386	0.149622
1:180512594-180520549	3.31352
3:132267669-132269513	0.504479
